"bbref_id","season","Name","Age","Level","Team","G","PA","AB","R","H","X1B","X2B","X3B","HR","RBI","BB","IBB","uBB","SO","HBP","SH","SF","GDP","SB","CS","BA","OBP","SLG","OPS"
"floripe01",2017,"Pedro Florimon",31,"Maj-NL","Philadelphia",64,126,118,19,32,18,10,2,2,11,8,0,8,47,0,0,0,1,1,2,0.271,0.318,0.441,0.758
"wachami01",2017,"Michael Wacha",27,"Maj-NL","St. Louis",65,126,107,9,10,9,1,0,0,7,2,0,2,52,0,16,1,2,0,0,0.094,0.109,0.103,0.212
"kozmape01",2017,"Pete Kozma",30,"Maj-AL","Detroit,New York,Texas",59,124,114,13,20,13,4,1,2,10,5,0,5,35,2,2,1,2,0,1,0.175,0.221,0.281,0.502
"flaheja01",2017,"Jack Flaherty",23,"Maj-NL","St. Louis",67,124,106,6,17,14,3,0,0,4,4,0,4,39,0,13,1,0,1,1,0.16,0.189,0.189,0.378
"eflinza01",2017,"Zach Eflin",25,"Maj-NL","Philadelphia",62,124,115,7,15,13,1,0,1,5,0,0,0,71,0,9,0,0,0,0,0.13,0.13,0.165,0.296
"fernajo03",2017,"Jose Miguel Fernandez",30,"Maj-AL","Los Angeles",36,123,116,9,31,21,8,0,2,11,6,0,6,15,1,0,0,2,1,0,0.267,0.309,0.388,0.697
"davisjo05",2017,"Jonathan Davis",27,"Maj-AL","Toronto",57,122,108,11,20,16,2,0,2,6,6,0,6,30,6,1,1,3,6,1,0.185,0.265,0.259,0.524
"obriepe01",2017,"Peter O'Brien",28,"Maj-NL","Miami",36,121,108,10,25,14,6,0,5,14,11,0,11,41,1,0,1,4,1,0,0.232,0.306,0.426,0.732
"frankni01",2017,"Nick Franklin",27,"Maj-AL,Maj-NL","Los Angeles,Milwaukee",66,121,108,9,19,13,3,1,2,12,10,0,10,22,3,0,0,1,2,0,0.176,0.265,0.278,0.542
"wainwad01",2017,"Adam Wainwright",37,"Maj-NL","St. Louis",61,121,103,13,20,13,5,0,2,14,3,0,3,41,0,14,1,2,0,0,0.194,0.215,0.301,0.516
"novaiv01",2017,"Ivan Nova",32,"Maj-AL,Maj-NL","Chicago,Pittsburgh",58,121,109,1,2,2,0,0,0,0,0,0,0,65,0,12,0,1,0,0,0.018,0.018,0.018,0.037
"pivetni01",2017,"Nick Pivetta",26,"Maj-NL","Philadelphia",67,120,109,7,9,8,1,0,0,1,3,0,3,60,0,8,0,3,0,0,0.083,0.107,0.092,0.199
"woodal02",2017,"Alex Wood",28,"Maj-NL","Cincinnati,Los Angeles",58,120,105,2,7,7,0,0,0,4,2,0,2,59,0,13,0,1,1,0,0.067,0.084,0.067,0.151
"garciwi01",2017,"Willy Garcia",24,"Maj-AL","Chicago",42,119,105,15,25,15,5,3,2,12,11,0,11,31,0,1,2,2,0,0,0.238,0.305,0.4,0.705
"richacl01",2017,"Clayton Richard",34,"Maj-NL","San Diego",57,119,99,5,11,7,2,0,2,7,3,0,3,55,3,14,0,0,0,0,0.111,0.162,0.192,0.354
"rutlejo01",2017,"Josh Rutledge",28,"Maj-AL","Boston",34,118,107,10,24,21,2,1,0,9,9,0,9,31,2,0,0,1,1,0,0.224,0.297,0.262,0.558
"wallach01",2017,"Chad Wallach",27,"Maj-NL","Cincinnati,Miami",39,117,104,8,21,15,4,0,2,8,10,0,10,40,2,1,0,0,0,0,0.202,0.285,0.298,0.583
"kellyty01",2017,"Ty Kelly",29,"Maj-NL","New York,Philadelphia",76,117,100,12,18,9,7,0,2,14,9,0,9,27,1,4,3,1,0,0,0.18,0.248,0.31,0.558
"taillja01",2017,"Jameson Taillon",27,"Maj-NL","Pittsburgh",57,117,103,2,12,11,1,0,0,3,1,0,1,40,0,13,0,3,0,0,0.117,0.125,0.126,0.251
"grateju01",2017,"Juan Graterol",30,"Maj-AL,Maj-NL","Cincinnati,Los Angeles,Minnesota",42,114,110,8,23,19,4,0,0,11,2,0,2,17,0,0,2,4,0,0,0.209,0.219,0.246,0.465
"hillri01",2017,"Rich Hill",39,"Maj-NL","Los Angeles",54,114,106,3,12,10,2,0,0,7,1,0,1,42,2,4,1,1,0,0,0.113,0.136,0.132,0.269
"senzaan01",2017,"Antonio Senzatela",24,"Maj-NL","Colorado",59,114,96,4,7,5,2,0,0,11,1,0,1,57,0,17,0,0,0,0,0.073,0.083,0.094,0.176
"centeju01",2017,"Juan Centeno",29,"Maj-AL","Boston,Houston,Texas",35,113,104,8,20,16,1,0,3,9,7,1,6,21,1,1,0,4,1,0,0.192,0.25,0.289,0.539
"buehlwa01",2017,"Walker Buehler",24,"Maj-NL","Los Angeles",51,113,102,6,12,11,0,0,1,3,6,0,6,54,0,5,0,0,0,0,0.118,0.167,0.147,0.314
"hanigry01",2017,"Ryan Hanigan",36,"Maj-NL","Colorado",33,112,101,9,27,23,2,0,2,12,8,2,6,26,1,1,1,5,0,0,0.267,0.324,0.347,0.671
"weeksri01",2017,"Rickie Weeks",34,"Maj-AL","Tampa Bay",37,112,97,13,21,13,6,0,2,8,12,0,12,49,3,0,0,0,1,0,0.217,0.321,0.34,0.662
"dubonma01",2017,"Mauricio Dubon",24,"Maj-NL","Milwaukee,San Francisco",30,111,106,12,29,20,5,0,4,9,5,0,5,20,0,0,0,3,3,1,0.274,0.306,0.434,0.74
"garciar01",2017,"Aramis Garcia",26,"Maj-NL","San Francisco",37,111,105,13,24,16,2,0,6,14,6,1,5,52,0,0,0,2,0,0,0.229,0.27,0.419,0.689
"castrwi01",2017,"Willi Castro",22,"Maj-AL","Detroit",30,110,100,10,23,15,6,1,1,8,6,0,6,34,2,1,1,4,0,1,0.23,0.284,0.34,0.624
"hermomi01",2017,"Michael Hermosillo",24,"Maj-AL","Los Angeles",49,108,93,14,17,10,5,1,1,4,8,0,8,36,6,0,1,1,2,1,0.183,0.287,0.29,0.577
"torrera01",2017,"Ramon Torres",25,"Maj-AL","Kansas City",39,108,102,13,23,19,4,0,0,5,5,0,5,15,1,0,0,2,1,0,0.226,0.269,0.265,0.533
"alcanar01",2017,"Arismendy Alcantara",25,"Maj-NL","Cincinnati",68,108,105,13,18,13,3,1,1,7,2,0,2,38,0,1,0,2,2,0,0.171,0.187,0.248,0.435
"graniza01",2017,"Zack Granite",24,"Maj-AL","Minnesota",38,107,93,14,22,19,2,0,1,13,12,0,12,9,0,1,1,6,2,2,0.237,0.321,0.29,0.611
"straida01",2017,"Dan Straily",29,"Maj-NL","Miami",55,107,86,4,9,7,2,0,0,2,9,0,9,52,1,11,0,2,0,0,0.105,0.198,0.128,0.326
"drewst01",2017,"Stephen Drew",34,"Maj-NL","Washington",46,106,95,9,24,16,7,0,1,17,8,0,8,21,0,0,3,2,0,0,0.253,0.302,0.358,0.66
"arciafr01",2017,"Francisco Arcia",28,"Maj-AL","Los Angeles",40,106,103,10,21,10,5,0,6,23,1,0,1,27,2,0,0,4,1,0,0.204,0.226,0.427,0.654
"velasvi01",2017,"Vince Velasquez",27,"Maj-NL","Philadelphia",63,106,94,5,22,20,1,0,1,5,3,0,3,24,0,9,0,4,0,0,0.234,0.258,0.277,0.534
"martica04",2017,"Carlos Martinez",27,"Maj-NL","St. Louis",51,106,96,6,19,13,5,0,1,15,1,0,1,31,1,7,1,1,0,0,0.198,0.212,0.281,0.493
"dazayo01",2017,"Yonathan Daza",25,"Maj-NL","Colorado",44,105,97,7,20,18,1,1,0,3,7,0,7,21,0,0,1,2,1,0,0.206,0.257,0.237,0.494
"desclan01",2017,"Anthony DeSclafani",29,"Maj-NL","Cincinnati",50,103,97,3,12,11,0,0,1,5,0,0,0,53,0,6,0,0,0,0,0.124,0.124,0.155,0.278
"colliza01",2017,"Zack Collins",24,"Maj-AL","Chicago",27,102,86,10,16,9,3,1,3,12,14,1,13,39,1,0,0,1,0,0,0.186,0.307,0.349,0.656
"sanchan01",2017,"Anibal Sanchez",35,"Maj-AL,Maj-NL","Atlanta,Detroit,Washington",50,102,95,1,7,7,0,0,0,1,1,0,1,50,0,6,0,5,0,0,0.074,0.083,0.074,0.157
"musgrjo01",2017,"Joe Musgrove",26,"Maj-AL,Maj-NL","Houston,Pittsburgh",63,101,87,10,13,9,3,1,0,3,2,0,2,32,0,12,0,1,0,0,0.149,0.169,0.207,0.375
"anderty01",2017,"Tyler Anderson",29,"Maj-NL","Colorado",50,101,83,9,7,7,0,0,0,1,4,0,4,53,1,13,0,3,0,0,0.084,0.136,0.084,0.221
"chatwty01",2017,"Tyler Chatwood",29,"Maj-NL","Chicago,Colorado",63,100,82,9,13,10,3,0,0,5,3,0,3,21,0,15,0,0,0,0,0.159,0.188,0.195,0.383
"lorenmi01",2017,"Michael Lorenzen",27,"Maj-NL","Cincinnati",94,99,91,12,21,12,3,0,6,17,7,0,7,31,0,1,0,5,5,2,0.231,0.286,0.462,0.747
"herredi01",2017,"Dilson Herrera",24,"Maj-NL","Cincinnati",53,97,87,11,16,6,5,0,5,11,8,0,8,39,2,0,0,0,0,0,0.184,0.268,0.414,0.682
"avilemi01",2017,"Mike Aviles",36,"Maj-NL","Miami",37,97,86,5,20,17,2,0,1,8,6,2,4,15,2,3,0,3,0,0,0.233,0.298,0.291,0.589
"perkica01",2017,"Cameron Perkins",26,"Maj-NL","Philadelphia",42,97,88,9,16,10,5,0,1,8,5,0,5,23,2,0,2,1,0,0,0.182,0.237,0.273,0.51
"perezca02",2017,"Carlos Perez",27,"Maj-AL,Maj-NL","Atlanta,Los Angeles,Texas",38,96,90,2,12,8,2,0,2,6,3,0,3,27,1,2,0,4,1,0,0.133,0.17,0.222,0.392
"darviyu01",2017,"Yu Darvish",32,"Maj-NL","Chicago,Los Angeles",47,96,85,1,7,6,1,0,0,3,3,0,3,52,0,7,1,1,0,0,0.082,0.112,0.094,0.207
"newcose01",2017,"Sean Newcomb",26,"Maj-NL","Atlanta",50,96,80,4,3,2,1,0,0,1,3,0,3,56,0,13,0,1,0,0,0.038,0.072,0.05,0.122
"skolema01",2017,"Matt Skole",29,"Maj-AL","Chicago",31,93,83,9,18,15,2,0,1,7,9,0,9,34,0,0,1,0,0,0,0.217,0.29,0.277,0.567
"lucchjo01",2017,"Joey Lucchesi",26,"Maj-NL","San Diego",51,93,82,2,5,5,0,0,0,2,5,0,5,57,0,5,1,0,0,0,0.061,0.114,0.061,0.175
"harvema01",2017,"Matt Harvey",29,"Maj-NL","Cincinnati,New York",47,93,87,3,6,6,0,0,0,2,3,0,3,32,0,3,0,5,0,0,0.069,0.1,0.069,0.169
"stassbr01",2017,"Brock Stassi",27,"Maj-NL","Philadelphia",49,90,78,6,13,8,2,1,2,7,12,0,12,22,0,0,0,3,0,0,0.167,0.278,0.295,0.573
"krameke01",2017,"Kevin Kramer",25,"Maj-NL","Pittsburgh",42,90,79,10,12,11,1,0,0,9,8,0,8,37,0,0,3,0,0,1,0.152,0.222,0.165,0.387
"weavelu01",2017,"Luke Weaver",25,"Maj-NL","Arizona,St. Louis",52,90,76,8,11,10,0,0,1,7,2,0,2,34,0,11,1,1,0,0,0.145,0.165,0.184,0.349
"toroab01",2017,"Abraham Toro",22,"Maj-AL","Houston",25,89,78,13,17,10,3,2,2,9,9,0,9,19,1,0,1,2,1,1,0.218,0.303,0.385,0.688
"valenje01",2017,"Jesmuel Valentin",24,"Maj-NL","Philadelphia",46,89,79,8,14,7,5,1,1,6,8,0,8,24,1,0,1,1,0,0,0.177,0.258,0.304,0.562
"robinsh01",2017,"Shane Robinson",33,"Maj-AL","Los Angeles,New York",43,89,80,15,13,11,1,0,1,3,7,0,7,11,0,1,1,3,3,0,0.163,0.227,0.213,0.44
"turnest01",2017,"Stuart Turner",25,"Maj-NL","Cincinnati",35,89,82,4,11,6,3,0,2,7,5,0,5,22,0,1,1,5,0,0,0.134,0.182,0.244,0.426
"petersh01",2017,"Shane Peterson",29,"Maj-AL","Tampa Bay",30,88,79,9,20,13,5,0,2,11,5,0,5,21,2,0,1,2,2,0,0.253,0.31,0.392,0.703
"roberda09",2017,"Daniel Robertson",31,"Maj-AL","Cleveland",31,88,80,9,18,12,4,1,1,7,7,1,6,3,0,1,0,6,0,1,0.225,0.287,0.338,0.625
"coghlch01",2017,"Chris Coghlan",32,"Maj-AL","Toronto",35,88,75,7,15,12,2,0,1,5,9,0,9,22,2,1,1,2,0,0,0.2,0.299,0.267,0.566
"tovarwi01",2017,"Wilfredo Tovar",27,"Maj-AL","Los Angeles",31,88,83,5,16,11,5,0,0,5,5,0,5,15,0,0,0,0,0,0,0.193,0.239,0.253,0.492
"blachty01",2017,"Ty Blach",28,"Maj-NL","San Francisco",50,88,74,5,11,8,2,0,1,7,6,0,6,37,0,7,1,2,0,0,0.149,0.21,0.216,0.426
"hillisa01",2017,"Sam Hilliard",25,"Maj-NL","Colorado",27,87,77,13,21,8,4,2,7,13,9,0,9,23,1,0,0,1,2,0,0.273,0.356,0.649,1.006
"walshja01",2017,"Jared Walsh",25,"Maj-AL","Los Angeles",31,87,79,6,16,9,5,1,1,5,6,1,5,35,2,0,0,0,0,0,0.203,0.276,0.329,0.605
"gillaco01",2017,"Conor Gillaspie",29,"Maj-NL","San Francisco",42,87,80,8,13,7,4,0,2,8,5,0,5,10,1,0,1,3,0,0,0.163,0.218,0.288,0.506
"josepco01",2017,"Corban Joseph",30,"Maj-AL,Maj-NL","Baltimore,Oakland,Pittsburgh,San Francisco",42,87,82,6,14,9,4,0,1,10,4,0,4,17,0,0,1,2,0,0,0.171,0.207,0.256,0.463
"britoso01",2017,"Socrates Brito",26,"Maj-AL,Maj-NL","Arizona,Toronto",41,87,79,8,10,8,0,1,1,5,7,0,7,26,0,0,1,2,0,1,0.127,0.195,0.19,0.385
"wisdopa01",2017,"Patrick Wisdom",27,"Maj-AL,Maj-NL","St. Louis,Texas",41,86,76,12,17,11,2,0,4,11,7,0,7,34,2,1,0,1,2,1,0.224,0.306,0.408,0.714
"hellije01",2017,"Jeremy Hellickson",32,"Maj-NL","Philadelphia,Washington",45,86,73,4,6,3,2,1,0,3,5,0,5,25,0,8,0,0,0,0,0.082,0.141,0.137,0.278
"heinesc01",2017,"Scott Heineman",26,"Maj-AL","Texas",25,85,75,8,16,8,6,0,2,7,9,0,9,20,1,0,0,2,1,2,0.213,0.306,0.373,0.679
"lauerer01",2017,"Eric Lauer",24,"Maj-NL","San Diego",49,85,70,2,6,3,3,0,0,1,2,0,2,38,0,11,1,0,0,0,0.086,0.11,0.129,0.238
"braulst01",2017,"Steven Brault",27,"Maj-NL","Pittsburgh",57,84,75,10,20,16,3,0,1,4,2,0,2,13,0,7,0,1,0,0,0.267,0.286,0.347,0.632
"changyu01",2017,"Yu Chang",23,"Maj-AL","Cleveland",28,84,73,8,13,9,2,1,1,6,11,0,11,22,0,0,0,4,0,0,0.178,0.286,0.274,0.56
"colege01",2017,"Gerrit Cole",28,"Maj-AL,Maj-NL","Houston,Pittsburgh",38,84,71,3,9,7,1,0,1,3,1,0,1,34,0,12,0,2,0,0,0.127,0.139,0.183,0.322
"brownse01",2017,"Seth Brown",26,"Maj-AL","Oakland",26,83,75,11,22,12,8,2,0,13,7,0,7,23,1,0,0,2,1,0,0.293,0.361,0.453,0.815
"mcbrory01",2017,"Ryan McBroom",27,"Maj-AL","Kansas City",23,83,75,8,22,17,5,0,0,6,7,0,7,25,1,0,0,3,0,0,0.293,0.361,0.36,0.721
"fryerer01",2017,"Eric Fryer",31,"Maj-NL","St. Louis",34,83,71,7,11,8,3,0,0,3,11,0,11,18,1,0,0,3,0,0,0.155,0.277,0.197,0.474
"leakemi01",2017,"Mike Leake",31,"Maj-AL,Maj-NL","Arizona,Seattle,St. Louis",39,83,72,2,9,8,1,0,0,5,4,0,4,30,0,7,0,2,0,0,0.125,0.171,0.139,0.31
"mahlety01",2017,"Tyler Mahle",24,"Maj-NL","Cincinnati",45,83,70,5,7,5,2,0,0,0,3,0,3,31,1,9,0,0,0,0,0.1,0.149,0.129,0.277
"hoernni01",2017,"Nico Hoerner",22,"Maj-NL","Chicago",20,82,78,13,22,17,1,1,3,17,3,1,2,11,0,0,1,3,0,0,0.282,0.305,0.436,0.741
"luxga01",2017,"Gavin Lux",21,"Maj-NL","Los Angeles",23,82,75,12,18,11,4,1,2,9,7,0,7,24,0,0,0,0,2,0,0.24,0.305,0.4,0.705
"cecchga02",2017,"Gavin Cecchini",23,"Maj-NL","New York",32,82,77,4,16,13,2,0,1,7,4,1,3,19,1,0,0,3,0,1,0.208,0.256,0.273,0.529
"ngoepgi01",2017,"Gift Ngoepe",28,"Maj-AL,Maj-NL","Pittsburgh,Toronto",37,82,72,12,13,10,2,1,0,6,9,0,9,38,0,1,0,0,0,0,0.181,0.272,0.236,0.508
"shawch01",2017,"Chris Shaw",25,"Maj-NL","San Francisco",36,82,72,2,11,8,2,0,1,7,9,0,9,31,0,0,1,0,1,0,0.153,0.244,0.222,0.466
"friedma01",2017,"Max Fried",25,"Maj-NL","Atlanta",46,82,71,13,12,8,4,0,0,4,6,0,6,22,0,5,0,0,0,0,0.169,0.234,0.225,0.459
"lylesjo01",2017,"Jordan Lyles",28,"Maj-NL","Colorado,Milwaukee,Pittsburgh,San Diego",47,82,73,7,7,7,0,0,0,8,5,0,5,42,1,3,0,2,0,0,0.096,0.165,0.096,0.261
"rodgebr02",2017,"Brendan Rodgers",22,"Maj-NL","Colorado",25,81,76,8,17,15,2,0,0,7,4,0,4,27,1,0,0,2,0,0,0.224,0.272,0.25,0.522
"garciro02",2017,"Robel Garcia",26,"Maj-NL","Chicago",31,80,72,8,15,6,2,2,5,11,7,0,7,35,0,0,1,2,0,0,0.208,0.275,0.5,0.775
"hillaa01",2017,"Aaron Hill",35,"Maj-NL","San Francisco",34,80,68,7,9,5,2,1,1,7,11,0,11,13,0,0,1,2,0,0,0.132,0.25,0.235,0.485
"vargaja01",2017,"Jason Vargas",36,"Maj-AL,Maj-NL","Kansas City,New York,Philadelphia",44,80,71,2,8,8,0,0,0,0,1,0,1,31,0,8,0,1,0,0,0.113,0.125,0.113,0.238
"gutieke01",2017,"Kelvin Gutierrez",24,"Maj-AL","Kansas City",20,79,73,4,19,15,2,1,1,11,5,0,5,24,0,0,1,2,1,0,0.26,0.304,0.356,0.66
"heisech01",2017,"Chris Heisey",32,"Maj-NL","Washington",38,79,74,8,12,7,3,1,1,5,5,0,5,22,0,0,0,1,0,0,0.162,0.215,0.27,0.486
"kuhlch01",2017,"Chad Kuhl",25,"Maj-NL","Pittsburgh",45,79,69,4,8,6,2,0,0,4,1,0,1,21,0,9,0,1,0,0,0.116,0.129,0.145,0.274
"cronke01",2017,"Kevin Cron",26,"Maj-NL","Arizona",39,78,71,12,15,5,4,0,6,16,4,0,4,28,2,0,1,2,0,1,0.211,0.269,0.521,0.79
"hoyinja01",2017,"Jared Hoying",28,"Maj-AL","Texas",29,77,72,13,16,12,3,0,1,7,4,0,4,23,0,0,1,0,3,0,0.222,0.26,0.306,0.565
"hamelco01",2017,"Cole Hamels",35,"Maj-AL,Maj-NL","Chicago,Texas",36,76,70,2,9,7,1,0,1,6,2,0,2,28,1,2,1,2,0,0,0.129,0.162,0.186,0.348
"alcansa01",2017,"Sandy Alcantara",23,"Maj-NL","Miami",37,76,70,2,5,4,1,0,0,4,2,0,2,54,1,3,0,0,0,0,0.071,0.11,0.086,0.195
"lewisky01",2017,"Kyle Lewis",23,"Maj-AL","Seattle",18,75,71,10,19,8,5,0,6,13,3,0,3,29,0,0,1,0,0,0,0.268,0.293,0.592,0.885
"navaref01",2017,"Efren Navarro",32,"Maj-AL,Maj-NL","Chicago,Detroit",25,75,67,9,15,11,1,1,2,2,8,1,7,25,0,0,0,1,0,1,0.224,0.307,0.358,0.665
"smithca03",2017,"Caleb Smith",27,"Maj-NL","Miami",41,75,65,2,13,11,2,0,0,4,0,0,0,28,1,9,0,3,0,0,0.2,0.212,0.231,0.443
"baileho02",2017,"Homer Bailey",33,"Maj-AL,Maj-NL","Cincinnati,Kansas City,Oakland",39,74,59,4,12,10,2,0,0,1,1,0,1,25,0,14,0,0,0,0,0.203,0.217,0.237,0.454
"sardilu01",2017,"Luis Sardinas",25,"Maj-AL,Maj-NL","Baltimore,San Diego",36,73,67,5,10,9,0,0,1,2,6,0,6,16,0,0,0,2,1,0,0.149,0.219,0.194,0.413
"gerbemi01",2017,"Mike Gerber",26,"Maj-AL,Maj-NL","Detroit,San Francisco",30,73,66,2,5,3,2,0,0,2,6,0,6,36,0,0,1,1,0,0,0.076,0.151,0.106,0.257
"hollade01",2017,"Derek Holland",32,"Maj-AL,Maj-NL","Chicago,San Francisco",45,73,68,2,5,4,1,0,0,0,2,0,2,43,0,3,0,1,0,0,0.074,0.1,0.088,0.188
"romansa01",2017,"Sal Romano",25,"Maj-NL","Cincinnati",37,72,62,1,3,1,2,0,0,2,1,0,1,40,0,9,0,1,0,0,0.048,0.064,0.081,0.144
"colemdu01",2017,"Dusty Coleman",30,"Maj-NL","San Diego",22,71,66,6,15,8,3,0,4,9,2,0,2,33,2,0,1,1,1,0,0.227,0.268,0.455,0.722
"woodrbr01",2017,"Brandon Woodruff",26,"Maj-NL","Milwaukee",35,71,63,5,16,11,4,0,1,5,3,0,3,23,0,5,0,1,0,0,0.254,0.288,0.365,0.653
"allenau01",2017,"Austin Allen",25,"Maj-NL","San Diego",33,71,65,4,14,10,4,0,0,3,6,3,3,21,0,0,0,2,0,0,0.215,0.282,0.277,0.559
"montgmi01",2017,"Mike Montgomery",29,"Maj-AL,Maj-NL","Chicago,Kansas City",43,71,66,6,9,7,1,0,1,4,1,0,1,33,0,4,0,0,0,0,0.136,0.149,0.197,0.346
"sorokmi01",2017,"Michael Soroka",21,"Maj-NL","Atlanta",31,71,60,2,5,5,0,0,0,3,2,0,2,23,2,7,0,1,0,0,0.083,0.141,0.083,0.224
"deazaal01",2017,"Alejandro De Aza",33,"Maj-NL","Washington",27,70,62,8,12,7,2,3,0,9,3,1,2,16,0,3,2,1,1,0,0.194,0.224,0.323,0.547
"smolija01",2017,"Jake Smolinski",29,"Maj-AL","Oakland",34,70,66,3,12,9,2,1,0,2,2,0,2,16,2,0,0,4,1,0,0.182,0.229,0.242,0.471
"stratch01",2017,"Chris Stratton",28,"Maj-AL,Maj-NL","Los Angeles,Pittsburgh,San Francisco",37,70,61,1,8,7,1,0,0,5,0,0,0,31,0,8,1,1,0,0,0.131,0.129,0.148,0.277
"stripro01",2017,"Ross Stripling",29,"Maj-NL","Los Angeles",47,70,62,3,6,6,0,0,0,3,2,0,2,24,0,6,0,1,1,0,0.097,0.125,0.097,0.222
"richatr01",2017,"Trevor Richards",26,"Maj-NL","Miami",40,70,61,3,5,5,0,0,0,2,3,0,3,35,0,6,0,0,0,0,0.082,0.125,0.082,0.207
"raburry01",2017,"Ryan Raburn",36,"Maj-NL","Washington",25,69,65,7,17,12,1,2,2,6,4,0,4,25,0,0,0,1,0,1,0.262,0.304,0.431,0.735
"estrath01",2017,"Thairo Estrada",23,"Maj-AL","New York",35,69,64,12,16,10,3,0,3,12,3,0,3,15,1,1,0,1,4,0,0.25,0.294,0.438,0.732
"wadela01",2017,"LaMonte Wade Jr.",25,"Maj-AL","Minnesota",26,69,56,10,11,6,2,1,2,5,11,0,11,9,2,0,0,0,0,1,0.196,0.348,0.375,0.723
"perdolu02",2017,"Luis Perdomo",26,"Maj-NL","San Diego",41,69,61,3,8,3,1,4,0,5,1,0,1,25,0,6,1,1,0,0,0.131,0.143,0.279,0.422
"cuetojo01",2017,"Johnny Cueto",33,"Maj-NL","San Francisco",35,69,62,3,4,4,0,0,0,3,1,0,1,21,0,5,1,0,0,0,0.065,0.078,0.065,0.143
"gorete01",2017,"Terrance Gore",28,"Maj-AL,Maj-NL","Chicago,Kansas City",63,68,60,20,15,12,2,1,0,1,7,0,7,21,1,0,0,0,21,6,0.25,0.338,0.317,0.655
"dicker.01",2017,"R.A. Dickey",42,"Maj-NL","Atlanta",30,68,61,0,9,9,0,0,0,5,0,0,0,12,0,7,0,0,0,0,0.148,0.148,0.148,0.295
"rodride01",2017,"Dereck Rodriguez",27,"Maj-NL","San Francisco",37,68,61,1,8,7,1,0,0,1,0,0,0,33,0,7,0,0,0,0,0.131,0.131,0.148,0.279
"petitgr01",2017,"Gregorio Petit",33,"Maj-AL","Minnesota",26,67,61,7,15,13,2,0,0,3,6,0,6,14,0,0,0,0,3,1,0.246,0.313,0.279,0.592
"andrejo03",2017,"John Andreoli",28,"Maj-AL","Baltimore,Seattle",26,67,61,4,14,12,2,0,0,4,5,0,5,19,0,0,1,1,2,0,0.23,0.284,0.262,0.546
"lynnla01",2017,"Lance Lynn",32,"Maj-AL,Maj-NL","Minnesota,New York,St. Louis,Texas",34,67,60,2,4,2,2,0,0,0,1,0,1,29,1,5,0,1,0,0,0.067,0.097,0.1,0.197
"archech01",2017,"Chris Archer",30,"Maj-AL,Maj-NL","Pittsburgh,Tampa Bay",33,66,60,2,8,7,1,0,0,3,3,0,3,28,0,3,0,2,0,0,0.133,0.175,0.15,0.325
"nichobr01",2017,"Brett Nicholas",28,"Maj-AL","Texas",21,65,63,7,15,9,4,0,2,11,2,0,2,13,0,0,0,2,0,0,0.238,0.262,0.397,0.658
"colonch01",2017,"Christian Colon",30,"Maj-AL,Maj-NL","Cincinnati,Kansas City,Miami",31,65,56,5,11,10,1,0,0,1,5,1,4,10,2,2,0,4,0,0,0.196,0.286,0.214,0.5
"mayfija01",2017,"Jack Mayfield",28,"Maj-AL","Houston",26,65,64,8,10,3,5,0,2,5,1,0,1,16,0,0,0,0,0,0,0.156,0.169,0.328,0.497
"dinini01",2017,"Nick Dini",25,"Maj-AL","Kansas City",20,64,56,11,11,6,3,0,2,6,4,0,4,18,2,1,1,1,0,0,0.196,0.27,0.357,0.627
"zagunma01",2017,"Mark Zagunis",26,"Maj-NL","Chicago",41,64,55,2,11,7,4,0,0,7,9,0,9,23,0,0,0,1,2,0,0.2,0.313,0.273,0.585
"bettich01",2017,"Chad Bettis",30,"Maj-NL","Colorado",37,64,50,3,4,4,0,0,0,3,5,0,5,26,0,9,0,0,0,0,0.08,0.164,0.08,0.244
"gutiefr01",2017,"Franklin Gutierrez",34,"Maj-NL","Los Angeles",34,63,56,8,13,9,3,0,1,8,7,0,7,16,0,0,0,2,0,0,0.232,0.318,0.339,0.657
"ruggiju01",2017,"Justin Ruggiano",35,"Maj-NL","San Francisco",19,63,60,2,13,10,1,0,2,4,1,0,1,17,1,0,1,0,1,1,0.217,0.238,0.333,0.571
"grayso01",2017,"Sonny Gray",29,"Maj-AL,Maj-NL","Cincinnati,New York",32,63,49,4,7,6,0,1,0,3,2,0,2,20,0,12,0,0,0,0,0.143,0.177,0.184,0.36
"nelsoji02",2017,"Jimmy Nelson",30,"Maj-NL","Milwaukee",29,63,60,0,6,6,0,0,0,2,1,0,1,38,0,2,0,0,0,0,0.1,0.115,0.1,0.215
"deckeja01",2017,"Jaff Decker",27,"Maj-AL","Oakland",17,62,50,4,10,8,1,1,0,1,8,0,8,17,1,3,0,1,1,1,0.2,0.322,0.26,0.582
"ascheco01",2017,"Cody Asche",27,"Maj-AL","Chicago",19,62,57,5,6,4,1,0,1,4,3,1,2,21,2,0,0,1,0,0,0.105,0.177,0.175,0.353
"rossjo01",2017,"Joe Ross",26,"Maj-NL","Washington",33,62,57,2,8,6,2,0,0,1,2,0,2,29,0,3,0,2,0,0,0.14,0.17,0.175,0.345
"lametdi01",2017,"Dinelson Lamet",26,"Maj-NL","San Diego",32,62,56,1,6,6,0,0,0,0,0,0,0,33,0,6,0,0,0,0,0.107,0.107,0.107,0.214
"hazelje01",2017,"Jeremy Hazelbaker",29,"Maj-NL","Arizona",38,61,52,10,18,12,2,2,2,10,9,2,7,20,0,0,0,0,1,0,0.346,0.443,0.577,1.02
